test_id,query_id,pre1_ns,pre2_ns,pre3_ns,pre1_fix_ns,post1_ipc_ns,post2_ipc_ns,post3_ipc_ns,post4_ipc_ns,post1_tcp_ns,post2_tcp_ns,post3_tcp_ns,request_counter
2122,36,32354981,25376118,29557210,25848283,32370178,13409360,14353794,13547939,15962738,14818232,15023852,92
2122,37,31019279,30073050,28979412,27928961,31499544,18323127,17511119,18230468,20100728,19286142,19668813,106
2122,38,28720454,24573285,25429690,24367508,28183662,14628045,15646172,15217096,16225516,15457780,15905899,106
2122,39,36085509,28421508,27034488,26616407,29928310,20321367,20557968,15775594,17197753,21097286,17098481,112
2122,40,32957688,24332781,25622551,24653107,13501661,13894155,14295010,13915594,15287162,14101095,14204456,96
2122,41,31542660,28220579,27824067,28142490,30093925,21972783,16412310,22367878,21342491,14945030,14731005,88
2122,42,34573685,26633390,27025239,26199768,29629516,16936103,16649166,16796023,20449202,15162648,15252358,98
2122,43,26577898,24248177,24747709,25452219,28337574,14562040,14461268,13782165,15721713,19286621,19318238,100
2122,44,35258511,33831241,34231632,36644507,36999525,30494908,28789356,24868550,30847676,24682662,24483159,106
2122,45,31520104,29142619,26692180,27228417,32705772,17532476,17300296,17037177,18578294,17771344,17683204,106
2122,46,31757871,26343038,27207717,27382526,30480311,17745563,15900529,16442679,17169438,16795979,16862046,110
2122,47,25547460,32240938,25361065,31340499,33688560,19565770,14903354,14487200,15159960,14889650,14577355,110
2122,48,33638878,32591613,30742794,33345401,20534750,22025023,20917244,21721723,20926343,22019252,21247933,121
2122,49,34281739,30802791,34115669,31039653,19016479,24406078,18744676,19128146,19132948,18770983,18335813,88
2122,50,27537251,24388100,24292524,24571705,13344362,13147382,12964732,13206158,13515387,18483301,13109701,88
2122,51,25872109,23788428,24684637,23828160,12717052,13320873,13696761,13063102,13527936,13755726,13616964,96
2122,52,26179242,28993278,28879560,23979367,13212131,13913322,13248035,13986310,13878350,14535697,18536737,100
2122,53,26600306,28837675,30302101,29557071,17936176,13465215,14330389,13960682,14706288,13893199,14609361,98
2122,54,26435182,23956110,24947317,24209172,12804637,13950312,14661993,15819000,13255234,13572332,14040486,92
2122,55,62990294,50735925,53093826,56478042,42032551,45146243,43458647,49294204,46126066,42837549,44199906,88
2122,56,29228777,29871237,31269105,26330019,15446226,20971418,15853187,16324710,16538516,15182360,15968238,94
2122,57,31203164,31903480,26423665,28646371,15221866,16227842,16560460,15625919,15650270,17453029,17573183,105
2122,58,35491135,27742789,26516364,27162522,15923950,16739772,16105763,16268927,16865750,16487003,18008363,105
2122,59,36008788,26448521,27284212,26906265,16805117,16302813,17560889,16408651,16676875,17327078,16880621,142
2122,60,32116256,28423340,28991496,35650399,19060709,20439646,19400200,20597393,20273943,21211759,20211769,144
2122,61,38575145,40749802,39161509,34996030,25309566,24825324,29020718,25152284,30670899,26525888,25374268,128
2122,62,41611728,38755322,38842690,41066911,36560361,37439944,36793599,41116667,39650033,37973031,39713493,441
2122,63,33214637,31409540,31401628,36980661,17747510,18367021,18128278,18437838,18872942,18612633,18075009,1
2122,64,28905985,28460558,28417018,29420982,35102194,36570162,35436206,35441899,39520967,38382935,37402740,782
2122,65,466349075,439247313,441189795,447960607,422953681,435024676,428572708,436008318,452132907,436960900,432414401,125
2122,66,39690880,35836163,35750718,37284066,31980179,31387390,31288817,34889623,34203436,34701607,35447407,357
2122,67,32862757,36667291,31865633,39419026,44789976,45671049,45234675,47172016,52844078,44223487,44147308,876
2122,68,33349911,30800240,30606586,42275285,39971409,46505224,39259816,47727390,49189959,48297967,45194073,890
2122,69,35522853,33910225,33123847,38262697,43563216,43584913,43282135,44979089,46577881,45810218,48017767,904
2122,70,30192390,28528065,28600810,30346031,22420785,22991464,22749050,22565600,24111013,24316378,24305584,287
2122,71,29896607,27244356,27134346,28517780,21577782,21899682,20803614,21265919,23515910,22338509,25024537,301
2122,72,31984943,29996540,29299643,30893722,23553334,24808090,25100496,23342582,25934555,26064716,26166968,315
2122,73,29979615,28754007,27884960,28885878,22347826,21805474,22059947,22608341,23867334,22676884,25658224,316
2122,74,29823041,27362714,28838028,31410931,24232304,23267287,23801631,24167162,23934209,24446605,26561816,330
2122,75,32952926,29394794,30064981,31363869,25080988,25143178,25583129,25992447,27281907,26277268,27401488,344
2122,76,34617974,29251656,30182334,30150311,14880464,19465382,19738034,13366957,15861578,18686808,14028850,93
2122,77,32685880,26469428,31371319,32493673,15840912,15459572,16213058,16063965,27400619,15723830,16465528,88
2122,78,27342817,24404186,24622397,31339897,18300332,13005472,13125352,13628977,20081838,13753376,14401696,94
2122,79,29255737,28737253,24632045,24827294,13795419,13442525,13830422,15157309,14651016,19185230,15031857,106
2122,80,32301308,24581594,28840426,24750258,13692490,13341511,19912074,14182723,19100791,20169593,14579216,106
2122,81,30577532,25840810,27203280,25735518,16085315,16537183,21042459,16429180,16454374,17077209,17870547,142
2122,82,27602496,26592442,27704594,26645700,17063973,17166477,17458351,17897897,18735478,23096634,18438445,144
2122,83,35472285,37786461,38278968,38629312,27888166,23095044,28237245,27515102,23614724,28216972,23831498,128
2122,84,29676292,28156525,28303027,29341232,23555768,17691158,21875643,16427141,17455692,17362287,17460244,103
2122,85,26220509,25824248,25559598,27382908,23749327,23813991,24557549,25536783,25859444,26254962,26135244,441
2122,86,28113957,27554296,27637250,29547428,26799526,26899116,26547997,27561277,33762687,28268474,28657785,441
2122,87,23959615,23971338,23791760,24896370,11277995,10481730,11037071,10763774,11670119,10883866,11169927,1
2122,88,27774068,27171017,28110454,28435362,34625930,35205299,35986304,35979243,39184223,38279249,38869939,782
2122,89,440126526,427345470,430556268,432081091,434687648,434868441,430106961,445120504,453448283,443879653,439894229,776
2122,90,36431769,4032839388,3993312955,42535669,31168074,32014470,30883189,25089715,28382167,25774042,25203770,119
2122,91,33526658,32929179,39353239,39138178,26992904,27362082,31308893,29916538,34443121,31407501,32377328,258
2122,92,29818276,30172091,32457505,30863501,23999475,24016777,21239023,22407379,24826895,23736503,23178134,216
2122,93,28350474,28238428,34169310,29774041,22966852,22048861,27545299,24132847,28131697,23715160,23895526,320
2122,94,28287283,27766850,29160104,28665492,24815869,29758690,24967820,26255249,34388381,26303550,28517387,420
2122,95,28384334,32300164,32501842,34434831,23167019,19482792,20007640,24202798,21680354,24574974,19820898,211
2122,96,32957884,31698793,31291740,33961081,22953375,24248609,30272264,25082635,28003443,24888820,24777520,200
2122,97,133232130,127627360,133052208,128975838,117776684,124230691,121713772,125677088,132752565,124611513,124629695,304
2122,98,44635949,45927125,41380604,41063933,36216012,39626852,43182973,40599207,45534909,39617251,40643258,404
2122,99,48356262,46650516,51680030,46487769,41745381,43514661,48881450,46265777,48092003,44408068,43454986,370
2122,100,37306666,32955661,33654504,33848956,36970970,38025964,36904157,37943012,43967164,38322358,39852539,642
2122,101,34161978,29202043,34035628,29500842,28184363,26862810,29100077,32082143,35382258,34249691,30327812,438
2122,102,38193072,35428512,35627036,36383669,22901565,23985886,23556450,23766161,26130725,23156777,28603600,24
2122,103,22455256,21392806,20531395,21326593,8090471,7506481,7777510,7633054,9125505,7689873,8601188,1
2122,104,24218616,23877448,23625131,23516446,10945975,10638516,11627558,11617345,12355014,10582219,11747252,36
2122,105,24381127,23622040,22880487,23451324,11187825,10855593,11539757,11330724,12350151,11458753,12627281,44
2122,106,26182815,28384839,23919016,23799863,12064445,10784593,11587246,10955287,11748600,11354927,11501817,32
2122,107,27055667,24570131,27310692,24709831,13337957,12978396,12577601,13392467,13026376,13295811,13842713,46
2122,108,26885417,23905840,23900504,24137347,10969690,11387492,11337040,11522826,12358174,11404987,11358006,28
2122,109,33934603,25104504,25071603,30826144,20690191,15987170,15289980,16592350,15799985,17253549,20677700,130
2122,110,27800585,24602767,29233440,30424002,14477291,14430233,14271542,19450637,14482891,20315698,19261901,112
2122,111,28639348,25610410,26352332,25371940,12121717,12821962,13353278,12593035,12715853,12915432,12015387,40
2122,112,45798348,41733733,41459682,41474781,51168721,50237538,50123054,50846081,51747546,52027049,52132971,834
2122,113,27999941,28470916,27145749,27568716,14592427,15320635,15731380,15196423,15742975,14956215,14296976,12
2122,114,28209190,24713019,25283185,23502306,12487180,11101768,12677679,11356166,13344721,12280065,11983679,38
2122,115,23983201,23993060,24188934,23545410,11014206,11096697,11480235,12679054,12512112,11487569,12405031,40
2122,116,28010732,24384529,29211131,23455840,11754493,11581618,12644893,12158198,12271101,12432164,12022337,40
2122,117,25327321,29247199,25149383,25605076,14693238,13793664,15461299,14244715,14928898,14688696,14811554,110
2122,118,26588792,26033655,27720447,25977723,16508328,16389432,16239901,16552909,15842484,16782007,16656858,138
2122,119,32289385,30913146,31196960,28818282,21022067,20903237,20057763,25397270,21318135,21035188,21489289,112
2122,120,27882089,29980539,24758145,24085235,12454625,16750927,13554306,12633872,14461907,12934483,13535444,52
2122,121,320353185,296965711,304290455,306106934,289084882,292510658,292984975,295980689,313556476,295161823,294627706,110
2122,122,30704389,27243158,26837041,27384848,22541246,22590725,24358376,23710856,25360167,24932089,22904293,369
2122,123,27380082,25831993,25366670,25693582,16364277,16664266,15739822,16158086,16475145,16583683,15699794,130
2122,124,27731458,26393544,27028510,26729684,18069703,17130925,19268909,17990368,18280329,19256348,18781907,144
2122,125,25516249,25050346,25399551,25359073,14041469,14006345,14135647,14377449,14796643,13371288,14268223,76
2147,1,85660118,78280077,77388500,77957203,190842283,208635217,233324713,245676257,72938325,73369335,75780169,15
2147,2,44523711,40549071,40251028,40804495,28647434,26659124,27874052,28164175,27686994,27707430,28284229,14
2147,3,26140371,23988333,23692009,24321639,12054039,10236283,11123010,11763645,10397828,11212341,12604155,14
2147,4,25548905,23716998,24712367,24982310,11077811,11347744,10702804,11081481,11885829,10302130,11138311,14
2149,1,125352121,120860550,117250712,121086816,315463283,290101647,331580844,239730185,124791333,120409361,121116851,249
2149,2,61892459,57845022,57945644,61037622,61569138,60641201,61470815,61800376,47147167,44902262,43370403,14
2149,3,43832723,36160577,37416259,41473340,43187693,41149874,29845107,31735089,29270826,29202437,27328118,184
2149,4,31657178,29908111,30075216,29767923,19447108,22039715,20911881,20473769,21078844,20556247,18904035,166
2149,5,38145260,37209608,36460470,39047602,28364636,28082368,28587237,26839077,31823395,28193633,26460654,153
2149,6,30440876,31988228,30174444,30505580,20942956,20195962,20917670,18810325,21859009,20015302,19561267,129
2149,7,33238709,32785644,32970239,33750104,28133610,27707267,27745600,27259677,28996586,28742458,27346514,314
2149,8,32124057,33234319,31205581,31361238,23658926,23206218,24511155,24207690,25123062,24390174,22264965,248
2149,9,32683454,31657288,29354136,29867501,14986254,14735573,15167847,14106236,16018323,16244067,14313598,14
2149,10,28879691,27418273,28259830,28038087,17711565,17392381,19114087,18054740,19505130,18849464,17899118,184
2149,11,27760304,27466426,27284513,27676256,18251915,19875359,21075564,19645630,20866552,18927541,19371765,204
2149,12,26391766,25824786,26023702,26238594,17498198,16499804,18680474,16386550,18040658,17159990,17282417,153
2149,13,27952493,25714168,25765115,25364026,16259208,14985242,16741916,15427495,15837594,16367194,16688763,129
2149,14,29281726,27079844,26778963,28237084,23147307,21307669,22592809,22009169,24862120,23531160,22804734,314
2149,15,26067797,25205033,25829973,25681695,17573510,15690191,17120539,16525875,20607091,17404722,15840012,124
2149,16,26569675,26853737,27307266,28004117,16865429,15845527,16350448,15823114,18390295,17719023,16626940,119
2149,17,24516116,25513705,24816105,24775129,14312021,13872652,15267866,14098023,16724944,15021664,14406692,118
2162,1,72734638,65981256,66178365,65471046,231534472,203873547,273426429,269938860,70101988,68358023,65740564,115
2174,1,73779985,71845861,70276693,71100966,197256077,203562660,252999472,201574530,68329352,69936646,66015441,35
2174,2,265408827,268786733,263776425,265302490,364099840,358249837,375751218,367605610,396987380,373776682,373580129,4076
2174,3,152520710,144354768,144064400,146453150,362232502,358474902,356448883,362694100,396162954,379577615,374466923,8133
2174,4,207958158,207275765,202984817,208924840,531407262,521324252,536569868,523869347,596115331,547860048,574703742,12188
2175,1,111075563,106376588,104878103,105054947,309901376,243175503,235653450,223227955,105886747,106530166,105786536,111
2175,2,62833214,60042935,60181705,59860809,61986487,61212732,61727291,63758524,50174888,47903768,47456298,50
2175,3,35479452,32943182,33297544,34955080,21997478,22445844,35289377,20925605,23139269,21672902,22453134,38
2175,4,33351752,34100499,32694042,34048174,29283266,30151871,30203242,29966576,34216939,32646607,30661740,337
2175,5,27038721,26912898,26259027,25838370,14090185,13664714,14557826,14398723,15967445,13325243,13898371,38
2175,6,31193377,29871370,29558953,29775198,16278112,16799167,16897908,16069035,18197864,15950661,20823876,19
2175,7,29611579,28580237,27453664,27646580,17684579,16986144,17702179,16140856,19109233,18186033,17999735,97
2175,8,255277303,246711195,244159827,254741450,1023851940,1021866936,1038775765,1037403095,1190497148,1081267464,1137548892,31124
2176,1,83004644,81749084,83985794,82493037,224754399,267579551,288094238,207283194,94937728,90245784,92205447,436
2176,2,93658767,93431902,89233237,90673007,93239354,88748808,84541147,90707187,90716545,86568855,89249926,274
2176,3,33333220,36487423,32697006,32871855,27437739,28904251,28408820,28084119,32699769,31163082,29109548,349
2176,4,74852535,68414429,73885227,66741762,73368311,76075344,74092025,75489496,70012463,79418377,70022112,419
2251,1,516145024,498619478,507509726,511315547,5730165566,5687547416,5744609515,5805534520,6185599151,6059971080,6281199012,200923
2251,2,360264986,348560143,341034254,360983803,1451934779,1446272851,1702952568,1486433074,1545847137,1528637876,1571518082,43520
2251,3,2940576932,2874938362,2891312678,2995137519,19287749434,19257784049,19236280023,19488459631,21356439856,20802330304,21203594448,632487
2251,4,596441056,597666376,599731053,610778316,2587828266,2567468036,2574188938,2604386008,2923414477,2830800014,2720263195,77678
2251,5,2787330029,2696573193,2714755763,2795037087,19487498161,18815511378,19209615530,19140424918,22683794744,20760160632,20560267451,632487
2251,6,2323533059,2268961890,2269568556,2348193284,16692734577,16308172881,16449130046,16168625442,19907830030,18027695251,18079546673,549211
2251,7,204627352,194170401,198852583,214399507,889957238,886712557,881052369,882265970,1104399691,963546258,1082443482,26721
2251,8,49733109,49332485,50562537,59599869,201362598,205139874,201900291,199511757,227844042,213301652,236969914,5714
2251,9,2227959166,2170196551,2148059650,2226011708,15746465404,15618706361,15417802018,15641310476,17830110951,16999795047,17205792666,518711
2251,10,980505475,976063065,960969853,989972787,6161688075,6058267767,6342298592,5916796939,6820678667,6578439679,6660286372,202150
2251,11,325525642,323122444,317228465,325211176,1482288155,1489033771,1476613002,1505980789,1653682229,1601418497,1593798948,44708
2251,12,3068900676,2964361530,2940594169,3001688057,20733505127,22051535390,20907367324,20781843471,23291593558,22474709048,23221230198,690275
2251,13,554549357,565230833,549005321,539010747,2581325737,2850418931,2619902280,2333593346,2835617274,2719202751,2712040828,78874
2251,14,2998712259,2938941853,2927851367,2991705559,20818075037,21584944829,21443334751,20861275039,23141169189,22394853233,22569494339,690275
2251,15,2538089825,2540638146,2529056371,2570758116,18368728265,18706206326,19465773719,18441905606,20196718660,20037529397,19950007630,606999
2251,16,166824185,163597434,178428711,164268153,564170782,562318433,590807439,573225176,615595334,605354091,611296285,15748
2251,17,56186965,67876563,69748055,56339425,238028526,243501257,238096897,246987741,256330250,252684140,265311978,6928
2254,1,151768018,144996659,146281892,148602545,280541752,313690323,310559043,338162367,151400012,145935394,147919865,211
2254,2,79120841,81933082,79519256,84459558,142743206,145003134,143272128,150645144,158357742,151069143,156245347,2852
2254,3,132821659,129465450,135274933,131954923,200979980,197369699,208861908,206503599,207462990,199868272,209285192,2878
2254,4,261942575,259661399,270555639,261786913,334278038,330321206,337869854,331722679,354673071,330484256,336945084,2884
2254,5,86638248,85915456,86434608,83886902,152054524,147238914,152696179,155535845,162678715,150566081,163154549,2848
2254,6,70314112,70450172,70118365,70474503,135206627,135195326,138281672,134957556,142306627,142254415,148320925,2860
2254,7,164916505,162824683,170806822,182692009,238184116,234689389,244387052,235560488,251936333,244204485,242308372,2900
2257,1,70980820,71831799,73790304,70589146,269071110,230702387,219431101,278738095,74976213,75941929,78915982,231
2257,2,140368437,140260160,141295189,139428089,184473659,186430251,186569116,185367617,191715036,186435540,192775985,2120
2257,3,106821057,107754952,106053197,107278829,149515730,150017844,156727068,157186403,155095057,155030137,171757372,2082
2257,4,176492299,175455182,174297973,177335467,224145139,222786680,223034687,229067398,227141202,222565277,229754949,2076
2257,5,304791619,315292659,315058436,314733189,350234139,353234562,360627735,358475408,363651448,363360151,366179910,2156
2257,6,303802845,312950094,312971279,314177595,358156661,359439878,362185545,360651578,353750054,359854449,363426276,2156
2257,7,182078618,182264885,180855985,183212461,230121793,229897852,231355922,228043890,234701934,230335236,235665122,2088
2259,1,309730913,306493958,300725469,303924936,536150993,532668882,553244098,526095482,422564186,413494552,415794980,4063
2259,2,85319054,78239554,85024844,84719255,192349881,182034426,200142659,193149985,184033399,182869681,195767593,4050
2259,3,432418321,418515766,416307582,420065469,636051366,632295074,634192949,638673279,652379806,639253856,658710506,8084
2259,4,1719651215,1689234215,1668590913,1751638871,2038365849,2022451697,2075962891,2047154269,2098698892,2061710854,2070723101,12136
2259,5,261378450,266315505,260014428,271169617,353976361,361922653,362781708,359341095,376347736,366777273,379217071,4097
2259,6,27438054,29041233,27851964,27206460,16458427,14394873,21012338,15664958,16803534,17636515,15975912,34
2259,7,250557724,256189249,247737356,256681832,352696057,352028054,355082703,351962733,363443087,364799847,367031269,4076
2259,8,148786489,148809248,146605312,149865170,362435247,366046851,360511446,357822259,370821399,392582266,379261690,8133
2259,9,208472801,204773740,203624317,212332294,530374786,517295228,542001805,530541540,551741297,573667435,551710027,12188
2263,1,120214059,118356114,118552237,120096238,437468761,498106990,440567444,477485927,332055229,344583159,335113965,7697
2263,2,579499559,559250894,581271068,580841274,992410393,1019855184,1017398112,1018905767,1092489643,1067202147,1062971687,17446
2263,3,57922959,62737343,57286832,58870431,87465375,87331193,90274870,88489003,88920640,94962726,96927060,1727
2263,4,106965394,67577234,111740838,108974670,108962966,103741914,103676979,109181351,114614566,110368211,110535480,1983
2263,5,418004697,404102965,419896999,422558868,633415945,640360585,642602786,656293559,673020901,679943451,655349377,9259
2263,6,628683613,611572897,615565735,609091220,1124095929,1121929068,1157111688,1140560220,1204256156,1212120525,1187446304,20059
2288,1,177199646,173310876,144214467,186665523,273796116,345232936,290872156,328425315,189364916,181875511,194051737,285
2288,2,379283439,386512106,329869458,397461118,338582189,577005972,342337812,330387808,589020194,590302134,620454156,778
2288,3,184966096,182224978,184109978,192592681,252878347,250433457,262704761,255853764,266106040,256877703,264189633,2736
2288,4,334480680,337882308,340074522,338298544,397024897,402715072,399849150,398547493,409253616,416064202,432032146,3280
2288,5,354020851,345111590,358490599,357906660,441707054,432082265,434993643,449791084,440870088,449628001,453946368,3612
2289,1,91373850,117713552,90354333,91634546,209570391,277041837,296205950,238544464,92829148,98967558,98705426,257
2289,2,44904989,49046252,43899028,43613116,43442056,42977318,42317495,44625664,44839621,45070190,45050738,420
2289,3,52659392,56033864,50155383,50520507,57918198,56807372,58694098,58193655,59723599,65199121,60198905,728
2289,4,42857351,47528414,43415147,47784058,49360063,48219065,53280016,47887673,50551090,55378941,50029353,728
2289,5,42888688,47972666,42408395,43479398,46386090,42366530,44011900,44680269,43591661,45359667,43483474,454
2289,6,32522940,39255319,31563458,32600000,41194102,41729847,46759654,41923446,44905375,46306821,44585112,878
2289,7,30874168,38298777,29226618,31015189,28513573,28166552,28074447,29135749,29400919,29600837,29317039,458
2289,8,34290699,40549886,33852501,36296216,41849361,39666434,43036575,41090855,41804303,42890155,42317152,726
2289,9,37689886,41038948,37305734,42843474,41618620,42676662,45955364,40922916,44147699,45329614,45592225,726
2289,10,32297329,33153940,31087049,31769181,29525147,30726110,33408945,29156523,33295815,30523310,31112278,444
2289,11,31080109,32050976,30131406,31901783,25424599,24134424,24884700,23895883,26969672,24851620,24390665,256
2289,12,27452487,26746023,26531743,27239837,25326401,23435413,26121928,25283616,24775558,26300266,25733925,420
2289,13,28914517,34270898,34529436,29471267,33637096,39664870,36098835,33597213,37985048,36867558,35801741,728
2289,14,30329031,32465227,30031426,29719272,34947233,34416982,36569801,40573808,38631921,38237751,35796125,728
2289,15,28019790,30925043,27667565,27612677,26666063,26790519,27566125,26076006,28232443,26842090,27952105,454
2289,16,34308052,31851796,29725970,29948263,40013101,39241929,38573024,39535492,43768023,40704429,41501525,878
2289,17,29432304,30592437,27893510,28638334,27829634,26287783,25681431,26877995,29473847,28771981,26667084,458
2289,18,34590932,35002683,33534073,33857157,40147413,40379892,38755209,38428101,42588860,41143524,41351074,726
2289,19,36189518,36831030,36377460,42531407,41554958,43210233,42124197,43792197,44173221,43327883,42735585,726
2289,20,32880880,30865795,31564031,33104761,28900927,30378690,29662744,30945904,30563082,30576633,29854369,444
2289,21,72921928,67512212,66733496,66781654,75430880,69578067,74280625,77021579,73586261,74988116,72724866,683
2289,22,56652726,57500595,58174023,58069811,65321428,64023186,64532519,61605109,64370039,66619577,63894211,717
2292,1,92835920,92481973,93579874,93292634,423543962,389375012,382936273,403372406,249056854,252908830,264748031,5813
2292,2,35813381,37281338,36832262,35996454,45368665,47310801,45617128,45961349,31926544,32079328,34706767,258
2292,3,32030925,34903216,31350478,31619441,63335435,63977317,63775004,65447237,51248535,51066683,53657192,1182
2292,4,45473572,47821116,46881583,45223715,193340480,193156111,192313275,191418976,199509904,199458634,205745039,5791
2292,5,39756395,41431378,38960445,38548032,47885217,47942277,50331363,46840449,34772739,35500618,35600619,264
2292,6,33325536,29657883,32501516,27494250,63963860,61653059,63472022,63684039,51734971,50579137,66032355,1182
2319,1,78881328,77168149,75932451,76562855,188639715,218639930,230915223,190899660,73901291,74940543,77894033,15
2319,2,32490895,34596902,32635158,33903642,21472790,21617561,21702785,23502509,21362427,20785233,20334010,18
2319,3,31213626,32545969,26787687,27654086,30795429,15310823,17154112,14742642,13910546,14240722,14330015,23
2319,4,29620491,29155273,29832812,28840147,17678547,16258821,17593219,16074039,15817578,16693213,16624496,23
2319,5,26562841,25259362,25536442,25353809,12490324,13053023,12211345,11769753,13592629,12993726,14065244,23
2319,6,25032481,24782207,25084212,25291667,11523185,11635191,11823392,12101243,11509955,11942403,12655081,23
2319,7,56168724,55658422,51038458,56169439,42838377,42906166,43961010,37707943,36495364,37386462,37518173,35
2319,8,35730322,39604477,35564006,36419130,25116273,28210921,27019965,23226265,28569011,24344972,24268708,35
2319,9,37913497,31722722,37289320,33467864,20821755,26128633,20826602,24600954,26085961,26734679,25560517,43
2319,10,26430194,24896938,24084817,25017577,11000481,15725618,11309028,11551361,11559094,12321248,12413196,18
2319,11,26819332,24102930,25998678,24881936,11634808,11494974,14321223,11907981,11536318,12471245,12092853,28
2319,12,25299697,24846980,25059826,25962010,12007831,12861495,12753761,12444839,12877218,12739514,12358755,18
2319,13,23293651,23124272,23814577,24565900,10297030,10260467,11060926,11722219,10503428,10570900,10951345,18
2319,14,24245496,23682710,24719387,24787512,10716112,10391510,11038771,11716394,10588378,10801645,10998715,18
2319,15,26048493,23335914,23395542,23927233,11948488,10331198,10546483,10767316,10726876,11265784,11411709,18
2319,16,54103581,51992890,52836697,53276203,44079544,43795927,45281117,41704409,42260977,43409256,44169142,70
2319,17,30502599,26144110,25904406,26747951,15570266,14860321,15067544,14877665,14950692,17206647,16309144,80
2319,18,24899072,30121518,25320673,25979458,13285457,13641890,14278213,14036558,14494514,15080194,14264018,70
2319,19,25590125,29354710,26807373,27248327,13463112,13885502,13935906,14053978,14804231,13960967,14280069,80
2319,20,23138720,23194259,26762824,24924294,10522492,10426306,10808111,10669201,11039167,11016599,10395135,18
2319,21,23019990,23166345,23961825,24373876,9779284,10368253,9953511,10103861,10027778,9816563,10510444,13
2319,22,24488175,23949480,26074754,24874930,10638056,10276043,10677338,12003236,10415857,11364446,10876670,18
2319,23,26625711,23022596,23669689,24257095,10541910,10681727,11334758,10929875,10798910,10676176,10879067,28
2319,24,25327891,24930371,25369324,25229624,10634009,10620991,11925356,10895127,10721114,11288148,11011403,26
2319,25,23700784,25312577,24463518,25259079,10339934,10808800,10954028,13353249,11224509,10580997,10750453,28
2319,26,24109589,24265596,23991119,24882818,10204701,11072379,11018697,11996509,11445015,9862739,11458230,18
2319,27,24874257,24432499,23623656,24920632,10838111,10881182,11847490,11530263,11885372,10419527,11210900,22
2319,28,25753763,26493558,26642405,27358084,13248951,12774835,13381365,13372323,13188224,12561980,13493722,11
2319,29,26076849,26239584,26301507,27814652,12718244,13891465,13294468,11492448,12863496,11993049,12646358,11
2319,30,26340264,30318137,25896225,29949189,11205816,12991290,11267783,12744262,12318264,12162665,12467289,15
2319,31,25106905,31333382,25125048,25318049,11400901,12290351,11744383,12411546,11442575,15345402,11865659,15
2319,32,26034370,26252974,25854171,25442303,11269710,10639063,11700539,11395495,11610921,11366801,13556643,11
2319,33,25056826,25578402,24006993,25245553,11024530,11432708,10907451,11345847,12173557,12014757,12364419,11
2319,34,26781370,23511882,25841809,25551674,11262566,11935917,11885211,11777026,11544003,10302106,11210539,15
2319,35,25043466,26089288,25133181,25857653,11642718,11678315,11050329,12461854,11154173,12088606,12741157,15
2319,36,25268961,28156097,26543031,29572354,13784939,14487899,15141471,15348266,14745695,14527097,15291500,47
2319,37,25318543,27374015,26798017,26431018,13565479,13700567,14782926,12616648,13168963,13598375,12560440,47
2319,38,25752696,26905930,26681054,25958918,12737850,14217547,12334105,13380173,13537293,13127483,12729643,44
2319,39,28238783,29104213,30550608,31030845,17306091,18086717,18697761,18286480,18061404,17341231,18367320,18
2319,40,31722405,31911807,31379777,31489175,16728743,18040585,17965057,17757631,18265286,17188669,17813424,18
2319,41,47173174,47349092,48137074,48914870,35684084,36526674,37958505,37482018,38099160,38836263,38730303,82
2319,42,24260687,24431179,24606952,25484365,10790542,10867961,10973893,11403980,10982879,10951546,11596834,18
2319,43,23651748,23663938,24820924,24476953,10518322,11318664,11235807,11288460,10927239,11225804,11607155,26
2319,44,47543273,47769641,47950760,48612563,36201710,37195314,37031603,38940215,36218075,37402382,39896180,70
2319,45,29082463,28026154,29136917,28025452,14866594,15125057,15948801,16080747,15151708,14563755,15937942,32
2319,46,38182977,37556098,38623416,40506167,29393991,29112078,31008175,31463058,30087007,29610424,31240036,181
2352,1,79105019,79564181,77501474,79226227,221467649,269985714,205110150,254109757,77562330,83273586,76272859,35
2352,2,47108586,47293970,46342905,46221428,32886574,32628924,33806385,33437402,33819960,35511123,34586943,34
2352,3,28662814,28396614,28076925,26363966,13110824,13626311,14395260,13641522,14131336,14508400,13676557,34
2352,4,25862215,29165992,28109724,26290478,13332576,13807426,13424943,13994864,13406306,14360009,15235650,34
2352,5,27655132,29638636,27834783,26894616,14694981,13982824,13733392,14815948,14058551,13338973,13153450,40
2352,6,31159805,31521581,29557676,28547694,15199544,15789119,16088126,15681396,16622309,17078258,16288981,40
2352,7,26271681,25020219,31854202,25602175,13169896,13081864,13443006,12210200,12550598,12843871,13172842,40
2352,8,26849697,25621260,24705769,25992190,12905305,12207312,12294241,12646881,11959171,13397925,13641781,40
2352,9,24944088,23664825,24493721,24064827,11939732,12811382,11582577,13387456,11463184,14070827,14340654,40
2352,10,25219928,25951004,24076092,25415134,12006793,11539531,12063463,13369279,12824344,12028135,12592322,40
2352,11,25527292,25299548,25488645,25554602,13343425,12932407,13264365,13971578,13007252,13483092,13670199,46
2352,12,26408257,24941492,23915973,24607601,13338657,12019516,11870225,11820381,12096146,13650980,12683400,40
2352,13,34045963,33752758,31645761,31950513,20573030,21338385,19628654,19862337,21519650,22463012,20651169,46
2352,14,26570651,25826035,26957212,25747772,12982530,13405710,13688988,16796361,13418720,14496739,13741124,46
2352,15,31211146,34242274,31682316,34283475,14958424,15660960,16237115,15753403,14644637,17851462,16457860,19
